Tweet,Alay Count,Abusive Count
di wikipedia orde baru termasuk pemerintahan junta militer kayak pemerintahan myanmar sekarang b aja yg diktator kan cuma jokowi,2,0
org yg dlm jail nak jadi islam solat semua kita yang islam ni bila plk kita dah tentu islam angkat ganja tak solat badan tattoo minum gi club tunggu masuk prison baru nak ubah ke,10,0
ugh mampus aja makan tuh gengsi fr liedabin to liedabin,3,1
ya pantaslah disebut rezim anti islam,0,1
naik onta lucu deh kayanya,1,1
bingung membedakan mana yang hasil bisikan jin iblis atau malaikat bahkan hasil pemikiran orang lain yg pernah singgah hanya tuhan yang paham,1,1
gayanya jokowi pengen kyk orde baru tpi pki nya malah dibiarin muncul itu mah bukan gaya orde baru reborn,7,0
anjir ngapa ke devan wkwkw maho dong gua,4,1
mulut banci ngurus diri sendiri aja belum tentu benar dasadasar iblis benar berujud manusia muncul jelang pilkada syaraf,4,2
indeks pembangunan manusia indonesia 2017 kembali membaik,0,0
logisnya ya memang pesanan atau memang ahoker blm bs mup on lah emang warga dki bego,5,1
koster ingin kembalikan kejayaan klungkung sebagai pusat seni budaya bali,0,0
bos korea gua itu awalnya ga percaya yg begituan meskipun banyak kejadian di pabrik orang yg kesurupan dia bilangnya,4,0
seorang ahok konsisten dengan memberangkatkan saudara kita umat muslim yg kurang mampu bisa pergi umroh secara gratis tapi dilain sisi ada banyak penipu yang pakai embel2 agama untuk mengubur harapan saudara kita umat muslim yang kurang mampu untuk dap,3,0
demi apapun deket kampus gue ditemuin tas yg diduga isinya bom dong,3,0
ya kali ketemu bobotoh viking minta kaos the jak mikir,2,0
gubernur pastika hadiri sertijab ketua umum appsi,3,0
merapat dan bergurulah kepada ulama yg tegak lurus dihadapan rezim selama ini kita melupakan ulama sebagi sumber menggali ilmu pengetahuan kita sering menggurui ilmu seakan pesona tokoh itu adalah kebenaran ternyata salah besar merapatlah kepa,2,1
jadi ahok dipenjara hanya karena mengutip kisah fiksi,1,0
kaget anjir mentab penuh kirain apa,2,1
awas ya kalo gue udah jadi istrinya yg punya ciputra group jangan panjat ke gue lo kampang,5,1
aku kemarin kirim tuyul loh ke rumah kamu ih buat apaan tenang aja bukan buat ngambil uang kok tapi buat nyuri hati kamu buat aku,4,1
ooooh ini toh maksud bom takjil kurang kerjaan dan nyeleneh,1,0
biarin km yg mensen sy duluan goblog,5,0
emangnya nih partai klo ngeluarin statement ada yang percaya lah isinya jongos cina komunis semua,4,1
pilihanku partai bulan bintang,0,0
kok tambah dungu bang,0,1
mana neh yang nyerang gw semalem malah ended up ngeblok cupu dia yang mulai dia yang kicep ew,6,1
brengsek gue udah nanges liat dk jd goblen,5,0
tai apa yg terakir,2,1
udah kayak onta aja haha,2,1
horee ikutan doyan aseng asing dasar munafik,3,2
masak bikin riwayat kturunan ga bs sy umumkan darah sy ibu sy eci diaman tuti binti k h ahmad yasadipura istri kakek saya r a karlina bapak sy indra wijaya bin s r m sutan rangkayo mulia h zaenal arifin istri kakek saya hj nurdiana cate,10,0
maklumlah kita paham kok siapa yg dekat dgn zionis dan pernah gabung dgn komunis,3,1
babi sipit banci pake akun fake lebih hina dari babi bahkan,1,5
bhuakakakaka ternyata pendukungnya kumpulan bani onta sumbu pendek menikmati kepemimpinan presiden mantapkan untuk 2019pilihjokowi,2,2
politisasi radikal ciri khas komunis,0,1
mungkin karena saya cacat sehingga sampe sekarang belum ada wanita yang mau jadi pasanganku,1,1
farah duh aq bom lama lama qm dek,3,0
kristen ortodox agama yang sangat mengerikan mereka sholat pake jilbab hampir sama penampilannya dengan orang,3,0
kalau rakyat kecil seperti supir angkot seluruh indonesia suda tidak mendukung rezim ini terutama capres nya apa lagi intelektual karena kebijakan memaksan sepeda motor di jadikan sebagai angkutan umum ini usaha orang kecil saja di bangkrut kan apa lagi,4,1
sesungguhnya tiada berputus asa dari rahmat allah melainkan kaum yang kafir qs yusuf 87,0,1
mari kita gerakan anti bully jadilah netizen cerdas cuy dah liat ig syahrini wah anjing gak bisa dibiarin ma,8,1
teriakan2 mrk msih terngiang d telinga serasa dunia mlik mrka pdhl msih ada tuhan penentu sglnya skrng saatnya,10,0
mungkin hinaan yg kita dapatkan yg ada d indonesia paling lewat media dan sosmed tp saya tidak bisa bayang nasib para tki yg ada d sana krn hinaan ini didengarnya langsung mohon pak bisa memikirkan,9,0
semoga makin banyak sudara2 kita yang sadar akan pemerintahan sekarang 2,1,0
bangke gue rajin bayar lu ga pernah bener tariff naik trs,6,0
haha lancau semua ni babi betul dah la nak sambung kerja,4,1
disebut kampungan oleh nagita slavina begini reaksi ayu ting ting artis peran nagita slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan ayu ting ting kampungan nagitaslavina ayutingting raffiahmad kampungan,3,3
sian kalo eek jangan disini dong,3,0
indah tai sapi matalu picek,2,2
pengen ngrasain ngentod memek abg,3,1
presiden akan paksakan penerapan online single submission antara news jambi,0,0
iya gue dipanggil bocil krn waktu itu gue kuntet banget kalo upacara aja dipanggil eh semampai alias semeter tak sampai yak lanjot setelah tugimin diteriakin gitu kalian tau responnya apa hahaha bangsad kau tugimin,11,0
ganggu aja nih onta,1,1
tolak kebangkitan pki tolak perpu anti islam jokowi diktator lengserkan jokowi rakyat bersama tni,3,0
sinyal 4g ini masih kacrut aja,1,1
ingat jika klean mengadakan nobar film g30s pki ada yg bubarkan rekam dan simpan dalam ingatan klean mereka adalah pki,7,0
menteri pak de klas otak tumpul bacot congor kambiang gadang,3,2
jatim anti hoax pilkada damai deklarasi anti hoax pegawai bengkel klm kedurus,5,0
cocot wkwk,0,1
tol dibangun buat asing aseng yg punya duit biar gampang transportasinya buat njarah sumber alam di daerah2 ts,5,1
presiden fim jelaskan alasan pecahnya race direction dan steward pada motogp,1,0
jadi ceritanya lagi di bali kenalan sama cewe nanya nanya segala macem sampe akhirnya nanya kuliah ternyata dia kuliahnya di ikj eh fakultasnya fftv eh ternyata kating aing juga goblog dunia semakin little,12,0
abg toge mendesah ngentot diatas videobokep full gt,3,1
jual stiker awas arus listrik tegangan tinggi,0,0
kemaren momoland sekarang wanna one gasuka bgt liat orang sukses babi emg netijen,7,1
saat paul pogba selebrasi gol terdengar tiruan suara monyet paulpogba,1,1
harinibpuasa pastu beli nasi ayam berempah tapi lupa cakap kuah asing so saya dah boleh expect nasi dia macam mana nanti,4,1
temukan pesona keindahan tentang cirebon mulai dari kuliner bahasa budaya sejarah kesenian dan eksotisme dunia malamnya follow,0,0
e commerce nyawa baru pertumbuhan ekonomi ri,0,0
karaoke ke taman sari itu berangkatnya dengan kesadaran dan keinginan kalau diajak anies sandi dan saracen itu baru jebakan,0,0
dulu dia yang takut aku tinggalkan dia last last dia yang tinggalkan aku babi apa,0,1
dear bapak selamat malam kmi acungkan jempol tuk bpk serta jajaran kabinet yg terus sibuk kerja kerja dan kerja dg,5,0
hari ini ngaku nggak kenal bsk mungkin bilang asma adalah ahoker yg menyusup di kubu anies sandi,4,0
dasar bajingan tengik,0,1
ditambah gaji yg fantastis bisa saja dia ke liga cina misalnya cm apa artinya menaklukan liga cina buat dia serie a salah satu liga terbaik jadi pilihan cerdas mnrtku,3,0
yg gini mau presiden 2 priode,3,0
janji jokowi soal 10 juta lapangan kerja ternyata benar adanya buat tka china tapi,2,0
2 presiden minta dengan menggunakan model registrasi yang lebih modern cepat sistem data yang terpadu dan terintegrasi sehingga tidak perlu lagi melewati banyak rantai birokrasi ratas,1,0
padahal isis mengklaim kejadian mako brimob adalah gerakan mereka tp napiternya bawahan aman berarti kejadian mako sm bom sby ga ada kaitannya dong,8,0
yang ada ngentot,0,1
kelompok tani binaan kami akan menjadi kelompok tani pertama pemanfaat fasilitas sub kontrak kawasan berikat bea cukai dan fasilitas ini juga yang akan kami presentasikan kepada presiden ri joko widodo pada selasa 27 3 kata welly,0,0
itulah salah satu propaganda kaum komunis gaya baru jadi sudah jelas jokowi bagian dari gerombolan tsb lengserkan jokowi,1,1
yg kaya gini layak di tangkap,3,0
dulu masih bolot ya,0,0
dah mas gitutu orang dongo mah ngomongin finansial ketika mau tandang ke markas mereka pada ribut nyari stadion yang kosong kan dia nggak punya stadion lo yang harus memahami masalah persija,7,0
digusur pkl medan estate akan coblos kotak kosong di pilkada deliserdang,2,0
hijrah katanya tapi hijrahnya kearah yg lebih parah lagi karna ada sarananya duit jadilah dia ahlikul mabok dan penikmat selangkangan pecun sudah dasarnya isi otak cuma sempak susah di robah,6,1
astaghfirullah hal adzim benar2 terjadi pembodohan bagi yg pernah nonton mungkin bisa tau berapa persen edukasi yg didapat dlm film2 ini 2019gantipresiden,9,0
gak liat apa kemaren di story nya berderet gitu jd htrz jangan goblok amat lah,7,1
siapa hepa seperti uzza dan saudarinya hepa heba khepat ad dewi tuhan perempuan mesopotamian hurrian so apakah orang ibrani yahudi juga kasih nama anaknya dgn abd,6,0
saat 2019gantipresiden amp 2019tetapjokowi kedua kubu saling caci perkataan gak enak pun di lontarkan seperti goblok tolol dungu bego apalah yailah udah menjadi budaya aje yakkkk,6,4
xl kunyuk balik ke as lah taikk,1,1
browh anda punya wewenang di dpr utk bentuk pansus ato apalah ambil action donk cocot aja di twitter,7,1
org lain tdk prnh salah hanya saja mungkin saya yg belum bisa menerima prkataan buruk org lain pada saya,6,0
mereka kaum sipit mau menguasai tambang indonesia kalian ketawa saja dasar tidak punya nasionalisme indonesia lebih baik tidak usah ikut pemilu bagi kalian yang dukung 2 periode dan hasilnya tambang indonesia dikuasai sipit dan kalian tidak,2,2
ciganjur rasa mesir gak bisa tidur lanjut menghitung onta,1,1
asu aku ngakak,2,0
smkin glojotan para pendukung anies sandi,2,0
ya emang terserah lo,2,0
makna puasa menurut pak presiden cc,0,0
serem bgt setan,2,1
mendampingi presiden joko widodo bertemu dengan ulama dari beberapa wilayah di jawa barat selasa kemarin presiden mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak jokowicintaulama jokowiajakulamase,3,0
mari awasi sekeliling kita masing masing menjelang 30 s jika ada aktifitas antek komunis laporkan ke ulama dan tni ganyang pki,4,2
dana lagi dialokasikan buat pilkada dan persiapan pilpres lagian kan temen satu kubu jubir di ilc masa di demo,5,0
program18 melindungi sepenuhnya seluruh produk warisan budaya ekspresi budaya tradisional dan hak cipta para seniman asyikm3nang asyikm3nang,3,0
hanya orang islam yang bodoh dan goblok yang memilik ahok debatfinalpilkadajkt,1,2
saya berharap gubernur baru bapak sutarmidji dapat segera mengambil tindakan karena mmg di jaman cornelis dibantu rezim kelihatan sangat mempermudah cina masuk di beberapa sektor termasuk pertambangan yang salah satunya ada di ketapang,1,1
jakartabanjir pemimpinnya gak punya akhlak yg baik penista agama,3,0
menghormati kinerja pemerintah yg gimana negara hampir hancur lo bilang hrs menghargai kinerja pemerintah bego boleh dongo jgn,6,1
james dean james franco heath ledger charlie hunnam jika franco yahudi apaka yg lainnya juga,2,0
cinta sebenarnya tidak buta cinta adalah sesuatu yang murni luhur dan diperlukan yang buta adalah bila cinta itu menguasai dirimu tanpa suatu pertimbangan,0,2
turunkan jokowi di myanmar rohingya,0,0
bencong treak bencong,1,2
ada aki aki makan kue pancong gw kira laki laki eh ternyata bencong,1,1
4 partai yg walkout adlh partai besar semua banteng nyungsep kunci ditangan rakyat jgn nunggu smp2019 langsung lengserkan jokowi revolusi,6,0
barusan ulama sejabar menyatakan dukung 2019,1,0
beuhhh makin sehat dong kalo gitu pantesan babi gemuk,3,1
gw sedih liat di fesbuk banyak yg membully yai ma ruf amin beliau selalu jd sasaran kedua kubu yg bertikai wajar ulama yg lurus dan teguh memang spt itu,10,0
dia tau tau ngechat gua beb gada angin gada tsunami wkwk ngasih tau kalo temen ta gua yg satu lg join rp jd yuta fak bat pas gua iseng on di jandro de e nge unfol gua wkwkwk cacat bat,21,1
belajar memancing fishing rihlah arisan 2019gantipresiden pondok lawu cisarua,1,0
lu yg ngebuang anak ayam jablay gua mey balikin lu udah 3 bulan dia ga pulang,9,1
tai lu semua yg bikin meme kayak gitu lo tau gak rasanya exhausted kayak gitu karena kecapean iya gua pernah rasain kayak orang mau mati bego dipelihara sampah,9,3
brengsek ni orang tua taubateps31,3,0
maaf aku orang udik,0,1
bener juga lu bangke,3,0
aku dilempar bom untung aja nggak mati,2,0
bukan tak bagi lansung telan brand yahudi walaupun itu sebenarnya niatnya tapi jgn la setia telan klu boleh stop la terus kenapa ehh you are what you eat,10,0
semiotika budaya populer kebudayaan barat estetika selalu bahas era yunani dan romawi kuno ya allah pusing,0,0
mulai sekarang aku akan memuji pak jokowi dan bu mega aku takut dipenjara,1,0
dan engaku malah party sana sini tak berhenti seperti cinta ku kepadamu tak pernah berarti bajingan,1,1
para pembajak agama ada di semua agama bahkan agama yahudi yg eksklusif itu pun konon dibajak oleh bangsa kazhar betapa mudahnya membajak agama yg bersifat inklusif dimana siapapun berhak masuk agama tsb,3,0
keren dong bapak presidenku ayo kita tularkan internet positif jangan marah kalau ada postingan ny,1,0
when tumblr tiktok telegram are blocked by the government yang salah orangnya yang di blokir aplikasinya menkominfo goblok when a zionist kills one palestinian dasar yahudi amp boikot israel jangan beli produk kafir,3,2
ditanam kalau binatang bangkai pitnah coba tanam sendiri,1,1
yaa kalo daleman nya org bejat semua susah buat bangkit,4,1
aku recommended along untuk tengok cerita the danish girl pasal the first transgender in history yang berjaya ubah diri dia jadi perempuan with professional helps along dia tu khunsa la me tengoklah good movie tu,8,1
focus group discussion kegiatan model integrasi ekonomi dalam mendukung percepatan industrialisasi perikanan di kabupaten nunukan kerja3ersama risetdansdmkp brsdmbermitra,5,0
pengadilan agama taliwang eksekusi harta warisan di bank bni,1,0
kepala dadang sunendar beserta jajarannya beraudiensi ke kantor staf presiden untuk membahas kongres bahasa indonesia xi bersama kepala staf presiden moeldoko rabu 18 4 2018,0,0
trend kambek ini jangan sampai menjadi budaya disepakbola,3,0
apa kabar uu md3,1,0
ganja bukan narkoba dan kiri belum tentu komunis,0,1
mampus mau snail bee ini error,0,1
mukamu ke arahnya dan sesungguhnya orang orang yahudi dan nasrani yang diberi al kitab taurat dan injil,0,0
ia kembali mencatat ketahui kapan exorcism diperlukan 1 hubungi ahlinya ada dua point disini pannel ini point pertama tentunya bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism ehr124,5,0
syukur malaysia masih negara yg aman blh sambut raya tanpa org main bom,3,0
napi ya napi gak beda ya jangan tolol sok bela penista agama statusnya sama dengan napi lain bong hehe,2,2
kepungistana mari kita lengserkan org no 1 di ina jokowi sudah buat org gk bisa dftr cpns dia enak dulu dftr cpns mudah skrg tdk dibuka,10,0
golkar partai koalisi punya hak ajukan cawapres jokowi,1,0
iko suai bana uda ardi aset2 yg ditangan asing yg wajib dinusantarakan lah klu islam yg mo dinusantarakan mngkin belajar islamnya sama patih gajah mada kali,8,1
plenjas plenjus koyo bencong,2,1
plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek jijik gw liatnya,5,1
nyari monyet ya bang findinghyukjae,2,1
kahwin awal tak pe tapi biarlah ada landasan agama jangan jadikan usia sebagai penghalang utama bila dah sampai masa untuk mereka kahwin kahwinkanlah dan jangan tangguhkan tapi kena sama2 bantu kalau orang muda ada problem,3,0
wahh pak sby pencitraan nich wkwk,3,0
semacem nggak nyambung kalo dia ke cina tuh wkwk,5,0
apalagi jika ditambah dengan promosi nikah muda jangan berkelit dan sok inosen deh kita semua harus tahu dan sejak dulu diajarkan menikah itu jika sudah siap mosok ajaran ini mau diganti dengan gerakan nikah muda hanya demi hindari zina please deh,2,0
kalau udah uts analisa struktur temen temen berubah jadi budek dan pura pura bolot,4,1
ganteng ganteng sarap,0,1
ehh taik bangsat lo omongan elo kayak iwan bopeng yg mo potong leher tni bangsat lo iwan bopeng baek2in tni taik lo,12,2
khan yg ngajarin si garong kafir,4,1
peluh dan keringat yang jatuh selama hampir 3 jam ditemani suara mas cholil yang saat itu sangat prima semua nada tinggi on pitch progresi nada mulus permainan gitar tanpa cacat hehe mungkin karena istirahat cukup secara venue sm rumah cholil hampir,4,1
